species_tax_id	cell_diameter	cell_length	doubling_h	growth_tmp	optimum_tmp	optimum_ph	genome_size	gc_content	coding_genes	rRNA16S_genes	tRNA_genes	gram_stain	sporulation	motility	range_salinity	facultative_respiration	anaerobic_respiration	aerobic_respiration	mesophilic_range_tmp	thermophilic_range_tmp	psychrophilic_range_tmp	bacillus_cell_shape	coccus_cell_shape	filament_cell_shape	coccobacillus_cell_shape	vibrio_cell_shape	spiral_cell_shape
38289	-0.3010299956639812	0.3010299956639812	NA	37	37	NA	2423189.704	59.738	2109.6	3.667	51.25	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
41986	-0.5228787452803376	-0.09691001300805639	NA	29.5	NA	NA	1314350	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
43771	-0.3010299956639812	NA	NA	37	37	NA	2374618.417	64.2	1950	3	51.75	1	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
43992	NA	NA	NA	28	NA	NA	8163088.667	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
47883	NA	NA	NA	29	20	NA	6630959.5	59.53	5885	NA	68	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
51173	NA	NA	NA	46.5	48.5	9	2846106	NA	NA	NA	NA	1	1	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
54291	NA	NA	NA	30.5	37	NA	5621826.92	55.922	5075.375	8	82.5	0	0	0	NA	1	0	0	1	0	0	1	0	0	0	0	0
62322	NA	NA	NA	25	6.6	NA	5336411.152	44.924	4449.471	10	106.5	0	0	1	NA	1	0	0	1	0	0	1	0	0	0	0	0
64104	0.0	0.47712125471966244	NA	30	28	6.35	5701424.667	35.548	5410.5	NA	115	1	1	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
65058	NA	NA	NA	37	37	NA	2495633.468	53.386	2190.136	4	50.357	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0
66229	-0.1549019599857432	0.3010299956639812	NA	30	NA	NA	4491229	61.31	NA	NA	NA	0	0	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
67373	NA	NA	NA	26.5	NA	NA	8569620	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
68184	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
75588	NA	NA	NA	29	NA	NA	6212193.75	60.18	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
76756	NA	NA	NA	28	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
76760	NA	NA	NA	30	NA	NA	6233881	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
76761	NA	NA	NA	30	NA	NA	7030488.818	60.557	6540.333	6	66.5	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0
85698	NA	NA	NA	30.5	NA	NA	6538702.13	66.656	5975.6	3	57.5	0	0	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
95300	-0.045757490560675115	-0.045757490560675115	NA	30	NA	NA	6424805	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
131080	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
136996	NA	NA	NA	27.5	NA	7	5272243	NA	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
138072	NA	NA	NA	NA	NA	NA	1969482.5	42.017	1810.5	3	43	0	0	NA	NA	NA	NA	NA	1	0	0	1	0	0	0	0	0
146537	NA	NA	NA	27	NA	NA	8790000	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
156976	NA	NA	NA	37	37	NA	2563723	NA	NA	NA	NA	1	0	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
160808	NA	NA	0.7474118078864233	29	25	1.9	3244444	56.6	3033	2	48	0	0	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
198618	NA	NA	NA	30	NA	NA	6554670	NA	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
200450	NA	NA	NA	28	28	NA	6088460.714	60.26	5761.5	5	67	0	NA	NA	NA	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
213554	NA	NA	NA	35	NA	NA	4074048.5	52.6	3560	6	60	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
217204	NA	NA	NA	33	NA	NA	6592783.5	65.009	5853	4	57.5	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
219572	NA	NA	NA	26	22	7	6549548.5	59.648	5920.5	6	66	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
272774	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
332186	-0.13966199342900631	0.4586378490256493	NA	28	31.75	7	4677978	46.2	NA	NA	NA	0	0	1	NA	1	0	0	1	0	0	1	0	0	0	0	0
359110	NA	NA	NA	29	28	NA	6468070.333	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
395598	NA	NA	NA	30	NA	NA	6312585	NA	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
458197	-0.1870866433571444	0.021189299069938092	NA	28	33.5	8	5189699.333	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
515393	NA	NA	NA	25	NA	NA	6972132.5	60.6	6190	NA	67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
702115	NA	NA	NA	28	NA	NA	6502878	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1178482	NA	NA	NA	NA	NA	NA	4757749.2	58.5	4019.333	4	63	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1198456	-0.09691001300805639	0.37106786227173627	NA	NA	NA	NA	5084171	NA	NA	NA	NA	NA	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1232575	0.17609125905568124	0.17609125905568124	0.7275412570285564	29.5	29	2.1	2921399	58.428	NA	NA	NA	0	0	NA	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
1543721	NA	NA	NA	30	NA	NA	3962283	57.572	3532.333	2	50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788301	NA	NA	NA	NA	NA	NA	5149789	58.2	4468	8	68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2018305	NA	NA	NA	NA	NA	NA	5004412	48.132	4244	9	102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
630921	NA	NA	NA	NA	NA	NA	8221256	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
663	NA	NA	-0.6020599913279624	32.275	25	NA	5333709.692	44.51	4772.5	11.333	125.4	0	0	1	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
1303	0.11793383503964149	0.11793383503964149	NA	37	37	6.778	1970301.211	41.018	1854.8	4	60.5	1	0	0	NA	1	0	0	1	0	0	0	1	0	0	0	0
1313	-0.3010299956639812	-0.3010299956639812	-0.15428198203334137	37	35.958	NA	2118077.478	39.671	2029.753	3.893	58.212	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0
1334	NA	NA	NA	37	NA	NA	2133578	39.521	2022.688	5	61.364	1	0	0	NA	1	0	0	1	0	0	0	1	0	0	0	0
1353	NA	NA	NA	37	NA	NA	3578473.375	40.891	3417.5	5	61	1	0	0	NA	0	0	1	1	0	0	0	1	0	0	0	0
1421	0.0	0.17609125905568124	NA	33	30	NA	4648633.444	37.003	4347.571	10.5	97.833	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0
1492	-0.3010299956639812	0.38021124171160603	-0.07058107428570727	36.5	35.6	NA	4603278.645	28.487	3903.429	10.2	86.167	1	1	1	NA	0	1	0	1	0	0	1	0	0	0	0	0
1660	NA	NA	NA	37	37	NA	2372224.75	65.547	NA	NA	NA	1	0	0	NA	1	0	0	1	0	0	1	0	0	0	0	0
1783	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
13243	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
28037	NA	NA	NA	37	36.3	NA	1998986.742	40.05	1928.25	3.667	55.333	1	0	0	NA	1	0	0	1	0	0	0	1	0	0	0	0
29341	-0.3010299956639812	0.20411998265592482	NA	NA	NA	NA	4778860.4	28.212	4056	10	95	1	1	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
29430	NA	NA	NA	30.5	28	NA	3440098.8	39.657	3097	6	74	0	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
29497	-0.1549019599857432	0.24303804868629442	NA	26	20	8	5463043.333	44.107	4586	NA	137	0	0	1	NA	1	0	0	1	0	0	1	0	0	0	0	0
32040	NA	NA	NA	28	NA	NA	5077528	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
33989	NA	NA	NA	NA	NA	NA	1466115.111	32.811	1233.4	1	33	0	0	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
33990	-0.5228787452803376	0.3010299956639812	NA	NA	NA	NA	1543239.583	31.618	1409.333	1	34	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
35790	-0.3979400086720376	-0.09691001300805639	NA	NA	NA	NA	1283783.615	32.269	1194.4	1	33	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
37734	NA	NA	NA	36.5	NA	NA	3492297.647	42.572	3116.667	5	60	1	0	NA	NA	0	0	1	1	0	0	0	1	0	0	0	0
41997	NA	NA	NA	37	37	NA	2870875	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
44008	0.0	0.0	NA	35	NA	NA	2339601.588	36.463	2297	NA	68	1	0	0	NA	0	0	1	1	0	0	0	1	0	0	0	0
45610	0.17609125905568124	NA	NA	12	NA	NA	2888504.667	42.075	2372	6	52	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
53346	NA	NA	NA	37	NA	9.6	3184681.727	38.337	2988.2	6	63.75	1	0	NA	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
53378	NA	NA	NA	35	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
78543	NA	NA	NA	30	NA	NA	6782308	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
83619	NA	NA	0.2944662261615929	30	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
106648	NA	NA	NA	29	NA	7.5	4789107.125	38.1	4054	NA	82	0	0	0	NA	0	0	1	NA	NA	NA	0	0	0	1	0	0
106649	NA	NA	NA	30	38	NA	4855308	38.1	NA	NA	NA	0	0	0	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
135719	NA	NA	NA	29	NA	NA	4539760	64.74	NA	NA	NA	0	NA	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
136468	NA	NA	NA	27	NA	NA	5141832.5	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
156978	NA	NA	NA	36	37	NA	2565403.429	64.3	2219.5	4	54	1	0	0	NA	0	0	1	1	0	0	1	0	0	0	0	0
160453	NA	NA	NA	37	37	6	4062616.5	41.886	3666	NA	65	1	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
173856	NA	NA	NA	32	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
184914	-0.1549019599857432	0.47712125471966244	NA	28	NA	NA	10080614.25	69.9	7941	3	59	0	1	1	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
214014	NA	NA	NA	37	37	NA	NA	NA	NA	NA	NA	NA	1	1	NA	0	1	0	NA	NA	NA	0	1	0	0	0	0
216778	NA	NA	NA	30	30	NA	4932517.125	64.974	4150.667	2	77	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0
267375	NA	NA	NA	25	20.5	7.05	3807836.5	39.9	3045	NA	102	0	NA	1	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
330922	-0.3010299956639812	-0.045757490560675115	0.41830129131974547	21.5	28.5	7.75	3103610.167	41.238	2509.333	4.5	49	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0
369822	-0.3979400086720376	-0.22184874961635637	NA	NA	32	NA	1413922	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
553239	NA	NA	NA	27	18.5	NA	4241369.455	45.125	3984	9	103	0	NA	0	1	1	0	0	1	0	0	0	0	0	0	1	0
1049581	NA	NA	NA	NA	NA	NA	3747028	41.372	3783.5	NA	81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1145276	NA	NA	NA	NA	37	NA	4662821.5	37.2	4442	10	98	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0
1226301	-0.1549019599857432	0.2787536009528289	NA	NA	NA	NA	8082398	NA	NA	NA	NA	NA	0	0	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
1341643	NA	NA	NA	29	NA	NA	4697370.6	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
296	NA	NA	NA	28	4	NA	5092690.091	58.814	4373	6	71.333	0	0	1	NA	0	0	1	0	0	1	1	0	0	0	0	0
549	NA	NA	NA	28	30	NA	4888994.31	54.914	4372.75	7	76	0	0	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
585	NA	NA	-0.44611697335612566	36	NA	NA	3945729.833	37.9	3320.5	7	85	0	0	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1328	-0.23433144524098592	-0.23433144524098592	NA	37	37	NA	1997697.129	38.7	1880.5	4.2	59.857	1	0	0	NA	0	0	1	1	0	0	0	1	0	0	0	0
1390	-0.1549019599857432	0.25527250510330607	-0.03432802877989328	34	35.2	NA	4005824.221	46.384	3837.167	8.533	85.357	1	1	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
1402	-0.22184874961635637	0.17609125905568124	-0.23657200643706278	34.5	40.556	NA	4328228.294	45.671	4289.111	8.2	80.562	1	1	1	1	0	0	1	1	0	0	1	0	0	0	0	0
1550	NA	NA	NA	37	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29311	-0.3979400086720376	0.146128035678238	NA	31	NA	NA	4290772.111	63.925	3736	1	45	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
29363	-0.3010299956639812	0.2787536009528289	NA	37	NA	NA	3522704.5	NA	NA	NA	NA	1	1	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
29519	NA	NA	NA	33	35.333	NA	977679.898	27.143	912.222	1	32	0	0	1	NA	0	0	1	1	0	0	0	0	0	0	0	1
36841	-0.5228787452803376	0.25527250510330607	NA	36	33.5	NA	4003781.667	NA	NA	NA	NA	1	1	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
61435	-0.3233063903751334	-0.1870866433571444	1.2833012287035497	NA	31	7.125	1402762.309	47.541	1445.27	1	46.269	0	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0
71452	NA	NA	NA	37	39.5	9.6	4116008.4	39.88	NA	NA	NA	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0
82348	NA	NA	NA	37	NA	NA	2155770	38.65	2023	NA	63	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
99807	NA	NA	NA	37	NA	NA	2568862	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
106592	NA	NA	NA	28	27	NA	7157988.222	61.932	6337	5	62	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
109232	NA	NA	NA	30	NA	NA	1353450	32.4	1434	1	32	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
113107	NA	NA	NA	37	NA	NA	2146409	41.9	1956	NA	62	1	0	0	NA	0	1	0	NA	NA	NA	0	1	0	0	0	0
114136	NA	NA	NA	30	NA	NA	5504484	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
147645	NA	NA	NA	33	NA	NA	4707480.8	67.222	4304	3	52	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
169760	-0.22184874961635637	0.3979400086720376	NA	30	NA	NA	5658798.4	53.52	4768.333	11	87	1	1	1	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
183417	NA	NA	NA	35	30	NA	3875927	38.1	NA	NA	NA	0	NA	NA	1	0	0	1	1	0	0	NA	NA	NA	NA	NA	NA
208479	NA	NA	NA	37	NA	NA	6478043.6	49.105	5937	5	72	1	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0
229155	-0.619788758288394	1.255272505103306	0.7075701760979364	35	NA	NA	NA	NA	NA	NA	NA	0	NA	1	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
232346	NA	NA	NA	28	NA	NA	3797897	51.9	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
249403	NA	NA	NA	15	13.5	NA	4031778	NA	NA	NA	NA	1	NA	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
283734	NA	NA	NA	36	35	NA	2671298.455	37.459	2401.5	5.6	59.667	1	0	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
306542	-0.1549019599857432	0.2304489213782739	NA	30	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
318464	NA	NA	NA	36	34	6.6	3717420	NA	NA	NA	NA	1	1	1	NA	0	1	0	NA	NA	NA	1	0	0	0	0	0
693153	NA	NA	NA	25	NA	NA	4990790	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
139	-0.6989700043360187	0.6020599913279624	0.6020599913279624	34	33.12	NA	1184456.845	27.638	1244.467	1	32	0	0	1	NA	0	0	1	1	0	0	0	0	0	0	0	1
159	NA	NA	NA	37	NA	NA	3014451.821	26.159	2590.667	1	33	0	0	1	NA	1	0	0	1	0	0	0	0	0	0	0	1
213	-0.5228787452803376	0.17609125905568124	NA	37	NA	7.3	2180929.125	38.407	2168	2	39	0	0	1	NA	0	0	1	1	0	0	0	0	0	0	0	1
779	NA	NA	NA	NA	NA	NA	1503487	27.5	928.714	1	36	0	0	NA	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA
944	NA	NA	1.4471580313422192	37	NA	NA	1314990	29	926.75	1	36	0	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
29448	NA	NA	NA	30	27.967	NA	8986443.889	63.486	NA	NA	NA	0	0	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
33045	NA	NA	NA	37	36	7.3	2319878	37.615	1835.667	2	42	0	0	1	NA	0	0	1	1	0	0	1	0	0	0	0	0
33945	NA	NA	NA	34.5	NA	9.6	4450250	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
33970	NA	NA	NA	30	30.667	NA	2061884.806	31.166	1688.5	4	57	1	0	0	NA	0	0	1	1	0	0	0	1	0	0	0	0
35818	-0.5228787452803376	0.47712125471966244	NA	37	37	NA	1852957	34.1	NA	NA	NA	0	0	1	NA	0	0	1	1	0	0	0	0	0	0	0	1
52242	-0.3010299956639812	0.17609125905568124	NA	37	37	NA	2224996.667	37.221	1920	4.333	64	1	NA	NA	NA	1	0	0	1	0	0	NA	NA	NA	NA	NA	NA
190897	-0.2596373105057561	0.3222192947339193	NA	25	22.5	NA	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	1	0	0	0	0	0
381802	NA	NA	NA	37	NA	NA	3244718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
584609	NA	NA	NA	NA	NA	NA	4614879.333	30.3	3941.5	3	63	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1591088	NA	NA	NA	NA	NA	NA	1829938	39.9	1661	2	38	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1622118	NA	NA	NA	NA	NA	NA	2966978.667	29.8	2544	2	40	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
496	-0.22184874961635637	NA	NA	35	36	NA	2684890	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1914	NA	NA	NA	26.5	30	NA	8352205.714	72.038	7608	NA	74	1	NA	0	NA	0	0	1	1	0	0	0	0	1	0	0	0
1961	NA	NA	NA	27	NA	NA	8705890	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
28184	NA	NA	NA	29	29	NA	4229850.412	NA	NA	NA	NA	0	0	1	NA	0	0	1	NA	NA	NA	0	0	0	0	0	1
119978	-0.3467874862246563	0.07918124604762482	NA	30	NA	NA	3477277	NA	NA	NA	NA	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
226665	NA	NA	NA	NA	NA	NA	1278470.667	32.3	1253.5	1	33	0	0	0	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
1295	NA	NA	NA	37	NA	NA	2507007.077	35.9	2244	5.667	58.333	NA	NA	NA	NA	1	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
91844	NA	NA	NA	NA	NA	NA	333979.667	25.569	264.727	1	32.615	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
218822	NA	NA	NA	29	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
433644	-0.3979400086720376	-0.3979400086720376	NA	28	28	7.4	NA	NA	NA	NA	NA	1	0	0	NA	0	0	1	NA	NA	NA	0	1	0	0	0	0
446370	NA	NA	NA	30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1548018	NA	NA	NA	NA	NA	NA	2888959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
43	-0.09691001300805639	0.6989700043360189	NA	28	37	NA	12353562.4	68.55	9722.5	4	60	0	1	1	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
415	0.07918124604762482	0.17609125905568124	NA	NA	NA	NA	5375939	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
29419	-0.6020599913279624	0.6020599913279624	NA	37	NA	7.3	1924983	NA	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
33044	NA	NA	NA	37	NA	7.3	1781429.5	37.86	NA	NA	NA	0	0	NA	NA	NA	NA	NA	1	0	0	1	0	0	0	0	0
333702	-0.3010299956639812	0.0	NA	29	30	7	NA	NA	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	1	0	0	0	0	0
215	-0.5228787452803376	0.17609125905568124	NA	37	NA	7.3	2155647	37.9	NA	NA	NA	0	0	NA	NA	0	0	1	NA	NA	NA	0	0	0	0	0	1
13264	NA	NA	0.47712125471966244	37	37	NA	3281611	27.7	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1
743737	-0.4559319556497244	0.0	NA	NA	27.5	7.75	NA	NA	NA	NA	NA	NA	NA	0	NA	1	0	0	NA	NA	NA	1	0	0	0	0	0
76936	-0.5228787452803376	0.3010299956639812	NA	37	NA	NA	1915858	38.9	1899	2	38	0	NA	NA	NA	0	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1126	0.5821770376884088	0.41664050733828095	1.1376389050227564	25.667	25.2	NA	5031343.29	42.496	4820.833	2	41.6	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0
35795	NA	NA	NA	NA	37	NA	1189894.714	29.7	880.333	1	37	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1551	-0.3010299956639812	0.4471580313422192	NA	37	NA	NA	4922827	NA	NA	NA	NA	1	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
644	NA	NA	-0.4497716469449059	32.843	26.5	7.25	4901137.537	61.079	4344.25	10	117.562	0	0	1	NA	1	0	0	1	0	0	1	0	0	0	0	0
971	NA	NA	NA	37	39	NA	3261258.938	50.165	3410.667	7	72	0	0	1	NA	0	1	0	NA	NA	NA	0	0	0	0	1	0
54262	NA	NA	0.15228834438305647	85	NA	NA	1965814.25	44.9	2083.667	1	48	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
1609559	NA	NA	NA	100	105	NA	1977127	44.61	2030.5	1	47	NA	NA	NA	NA	0	1	0	0	1	0	0	1	0	0	0	0
53952	NA	NA	-0.42021640338318983	85.1	NA	NA	1898561	51.708	1970.5	1	46	0	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
55802	NA	NA	-0.3565473235138126	84.95	85	7	2156892.143	40.884	2284	1	46.333	0	0	1	NA	0	1	0	NA	NA	NA	0	1	0	0	0	0
71997	NA	NA	NA	85	NA	NA	1674121.333	51.7	1777.5	1	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
71998	NA	NA	NA	85	NA	NA	1785671.5	54.2	1868	1	46	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
72803	NA	NA	0.3384564936046049	83.9	NA	NA	2029168.5	55	2099	1	46	0	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
195522	NA	NA	-0.022276394711152253	87.8	NA	NA	1976357.333	54.8	2165	1	46	NA	NA	NA	NA	0	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
